,precision,recall,thresholds
0,0.0700280112044818,1.0,4.002607471598597
1,0.06937631394533987,0.99,4.0320151295297775
2,0.0694249649368864,0.99,4.051389110876993
3,0.06947368421052631,0.99,4.138027812555908
4,0.06952247191011236,0.99,4.145931506108616
5,0.06957132817990162,0.99,4.149961411729378
6,0.06962025316455696,0.99,4.152015527830674
7,0.06966924700914849,0.99,4.1522627913458185
8,0.06971830985915493,0.99,4.154923760016169
9,0.06976744186046512,0.99,4.155891873236886
10,0.06981664315937941,0.99,4.162815704268274
11,0.06986591390261115,0.99,4.169229788034064
12,0.06991525423728813,0.99,4.2300556708126695
13,0.06996466431095406,0.99,4.234477392529243
14,0.07001414427157002,0.99,4.24159745437734
15,0.07006369426751592,0.99,4.263884431225715
16,0.07011331444759207,0.99,4.264271913752801
17,0.07016300496102056,0.99,4.313471545601853
18,0.07021276595744681,0.99,4.314107180710321
19,0.07026259758694109,0.99,4.330067456727641
20,0.0703125,0.99,4.334054247667759
21,0.07036247334754797,0.99,4.3365169966853525
22,0.07041251778093884,0.99,4.342145720788621
23,0.0704626334519573,0.99,4.347270610363478
24,0.07051282051282051,0.99,4.347290372455691
25,0.07056307911617961,0.99,4.35586593897094
26,0.07061340941512126,0.99,4.364016758919797
27,0.07071428571428572,0.99,4.402342246727605
28,0.07076483202287348,0.99,4.409553929616355
29,0.07081545064377683,0.99,4.4134192242836185
30,0.07086614173228346,0.99,4.437406799733519
31,0.07091690544412607,0.99,4.445999707951956
32,0.07096774193548387,0.99,4.449900147610338
33,0.07101865136298421,0.99,4.458307859900725
34,0.07106963388370424,0.99,4.461109787645851
35,0.07117181883537024,0.99,4.474770460844481
36,0.07122302158273382,0.99,4.482264980026695
37,0.07127429805615551,0.99,4.488448018913874
38,0.07132564841498559,0.99,4.489109679559808
39,0.07137707281903388,0.99,4.489605519280755
40,0.07142857142857142,0.99,4.490225417155856
41,0.07148014440433213,0.99,4.492239668476818
42,0.07153179190751445,0.99,4.495564369066332
43,0.07158351409978309,0.99,4.49705262491767
44,0.07163531114327062,0.99,4.498072720413695
45,0.07168718320057929,0.99,4.500000009805172
46,0.07173913043478261,0.99,4.500094539132076
47,0.07106598984771574,0.98,4.502378078649164
48,0.07039187227866474,0.97,4.502695554450751
49,0.07044299201161947,0.97,4.505439056670392
50,0.07049418604651163,0.97,4.5069361844168405
51,0.07054545454545455,0.97,4.51117550885288
52,0.07059679767103348,0.97,4.51483103731563
53,0.07064821558630735,0.97,4.525839513957743
54,0.0706997084548105,0.97,4.528961682222733
55,0.07075127644055434,0.97,4.528968678694782
56,0.0708029197080292,0.97,4.530736548623233
57,0.07085463842220599,0.97,4.5314941413070455
58,0.07090643274853801,0.97,4.539444723057729
59,0.07095830285296269,0.97,4.556714271897514
60,0.07101024890190337,0.97,4.560256528271601
61,0.07106227106227106,0.97,4.568302224615975
62,0.07111436950146628,0.97,4.570507591560848
63,0.07116654438738078,0.97,4.574058388734987
64,0.07121879588839941,0.97,4.579398061874935
65,0.07127112417340191,0.97,4.606389923099153
66,0.0713235294117647,0.97,4.611953953110421
67,0.07137601177336277,0.97,4.612903604573735
68,0.07142857142857142,0.97,4.6151278838755365
69,0.07148120854826824,0.97,4.616018545489384
70,0.0715339233038348,0.97,4.618788816462531
71,0.07158671586715867,0.97,4.622905151066207
72,0.07163958641063516,0.97,4.6246404498596565
73,0.07169253510716925,0.97,4.627628827418218
74,0.07174556213017752,0.97,4.635164022779669
75,0.07179866765358993,0.97,4.637439203755421
76,0.07185185185185185,0.97,4.644807530203549
77,0.07190511489992588,0.97,4.645087924235549
78,0.07195845697329377,0.97,4.645257678216493
79,0.07201187824795843,0.97,4.64709794245092
80,0.07206537890044576,0.97,4.647464978226067
81,0.07211895910780669,0.97,4.650733479105572
82,0.07217261904761904,0.97,4.662350209274873
83,0.07222635889798958,0.97,4.665245531724094
84,0.07228017883755589,0.97,4.666100040773972
85,0.07233407904548844,0.97,4.668451841332426
86,0.07164179104477612,0.96,4.676156578892127
87,0.07169529499626587,0.96,4.6903323354296536
88,0.07174887892376682,0.96,4.695027653894603
89,0.07180254300673149,0.96,4.69806356083996
90,0.0718562874251497,0.96,4.698141353010668
91,0.07191011235955057,0.96,4.698350271852859
92,0.07196401799100449,0.96,4.700446665427491
93,0.07201800450112528,0.96,4.700481060877528
94,0.07207207207207207,0.96,4.7046541496903815
95,0.07137490608564989,0.95,4.706506147933342
96,0.07142857142857142,0.95,4.708819502419088
97,0.07148231753197894,0.95,4.713442908667666
98,0.07153614457831325,0.95,4.714144714349244
99,0.07159005275056518,0.95,4.715325848431365
100,0.07088989441930618,0.94,4.7168207369151816
101,0.0709433962264151,0.94,4.719110493021501
102,0.0702416918429003,0.93,4.719820939811308
103,0.07029478458049887,0.93,4.721707637254483
104,0.07034795763993948,0.93,4.723248985657577
105,0.07040121120363362,0.93,4.7246522344319475
106,0.07045454545454545,0.93,4.7365964505841145
107,0.07050796057619409,0.93,4.742157882319403
108,0.07056145675265554,0.93,4.742504051097738
109,0.07061503416856492,0.93,4.746969670844505
110,0.07066869300911854,0.93,4.747999952930917
111,0.07072243346007605,0.93,4.750024326865519
112,0.07077625570776255,0.93,4.750280572652062
113,0.07083015993907082,0.93,4.7523835240335615
114,0.07088414634146341,0.93,4.75726442337203
115,0.07093821510297482,0.93,4.760903894565471
116,0.07099236641221374,0.93,4.769314891573236
117,0.07104660045836517,0.93,4.770609133322919
118,0.07110091743119266,0.93,4.771634259850939
119,0.07115531752104055,0.93,4.772612272079095
120,0.07120980091883614,0.93,4.77719941795978
121,0.07126436781609195,0.93,4.778121037589998
122,0.07131901840490798,0.93,4.778644544521753
123,0.0713737528779739,0.93,4.779145126342426
124,0.07142857142857142,0.93,4.78045000241592
125,0.07148347425057648,0.93,4.784931831738072
126,0.07153846153846154,0.93,4.786648457051676
127,0.07159353348729793,0.93,4.787852861121568
128,0.07164869029275808,0.93,4.789358745748954
129,0.07170393215111796,0.93,4.790497585507335
130,0.07175925925925926,0.93,4.791180639868417
131,0.07181467181467181,0.93,4.7918310636782175
132,0.07187017001545595,0.93,4.7939297459922585
133,0.07192575406032482,0.93,4.797430209894465
134,0.07198142414860681,0.93,4.799503564874566
135,0.07203718048024788,0.93,4.803179615572693
136,0.07209302325581396,0.93,4.805019076290302
137,0.0721489526764934,0.93,4.808970092169012
138,0.07220496894409938,0.93,4.809175935364478
139,0.07226107226107226,0.93,4.81604774225017
140,0.07231726283048212,0.93,4.818858111250514
141,0.07237354085603113,0.93,4.819295342578012
142,0.07242990654205607,0.93,4.821223082600255
143,0.0724863600935308,0.93,4.828485976305583
144,0.07254290171606864,0.93,4.828931319029827
145,0.07259953161592506,0.93,4.829209061650818
146,0.07265625,0.93,4.830580001131988
147,0.07276995305164319,0.93,4.8312715863653874
148,0.07282693813625685,0.93,4.831848816207293
149,0.07288401253918496,0.93,4.8336004441538325
150,0.07294117647058823,0.93,4.834309382327975
151,0.07299843014128729,0.93,4.841474326065454
152,0.07305577376276512,0.93,4.843120615781556
153,0.07232704402515723,0.92,4.844429529933289
154,0.07238394964594808,0.92,4.8480786749457785
155,0.07244094488188976,0.92,4.848995155585442
156,0.07249802994483845,0.92,4.849227905694753
157,0.07255520504731862,0.92,4.8521929701175335
158,0.07261247040252565,0.92,4.8543693709264275
159,0.07266982622432859,0.92,4.854435478952825
160,0.07272727272727272,0.92,4.855297130335954
161,0.0728424386381631,0.92,4.855345256822101
162,0.07290015847860538,0.92,4.862318149016192
163,0.07295796986518636,0.92,4.866095258756973
164,0.07301587301587302,0.92,4.86985649278216
165,0.07307386814932486,0.92,4.872400686148307
166,0.07313195548489666,0.92,4.872496326755724
167,0.0732484076433121,0.92,4.873120825982986
168,0.07330677290836653,0.92,4.874507461067398
169,0.0733652312599681,0.92,4.878392768056528
170,0.07342378292098962,0.92,4.8795554607123846
171,0.07348242811501597,0.92,4.880262334381351
172,0.07354116706634692,0.92,4.882582611770465
173,0.0736,0.92,4.8839755974558665
174,0.07365892714171338,0.92,4.884925355039021
175,0.07371794871794872,0.92,4.887054611108926
176,0.07377706495589414,0.92,4.891671713560587
177,0.0738362760834671,0.92,4.895840271804581
178,0.07389558232931727,0.92,4.8981294926922985
179,0.07395498392282958,0.92,4.89871182723247
180,0.07401448109412712,0.92,4.900000020198962
181,0.07407407407407407,0.92,4.9000000216707
182,0.07413376309427881,0.92,4.9000000313224525
183,0.07419354838709677,0.92,4.902178646221922
184,0.07425343018563357,0.92,4.903300550511862
185,0.07431340872374798,0.92,4.9057989488923335
186,0.07437348423605497,0.92,4.906821892548028
187,0.0744336569579288,0.92,4.910050969765446
188,0.07449392712550608,0.92,4.919268398390928
189,0.07455429497568881,0.92,4.919891644551583
190,0.07467532467532467,0.92,4.931201403743252
191,0.07473598700243704,0.92,4.931563519712419
192,0.07479674796747968,0.92,4.934753312868535
193,0.07485760781122865,0.92,4.937145959092884
194,0.0749185667752443,0.92,4.938258898259477
195,0.07497962510187449,0.92,4.939325028939432
196,0.07504078303425775,0.92,4.939564947162169
197,0.07510204081632653,0.92,4.9416154455455965
198,0.07516339869281045,0.92,4.943167104107938
199,0.07522485690923958,0.92,4.945768862510215
200,0.07528641571194762,0.92,4.964557186710602
201,0.07534807534807535,0.92,4.968063488644233
202,0.07547169811320754,0.92,4.976490623732666
203,0.0755336617405583,0.92,4.980094393990163
204,0.07559572719802794,0.92,4.982347010849175
205,0.0756578947368421,0.92,4.986624088325447
206,0.0757201646090535,0.92,4.987058608406912
207,0.07584501236603462,0.92,4.9874799665679665
208,0.07590759075907591,0.92,4.988294270171535
209,0.07597027250206441,0.92,4.990203315471857
210,0.07520661157024794,0.91,4.990988686171773
211,0.07444168734491315,0.9,4.993055903617578
212,0.07450331125827815,0.9,4.998241466523008
213,0.07456503728251865,0.9,5.002565950313957
214,0.07462686567164178,0.9,5.006672128216996
215,0.07468879668049792,0.9,5.008910007710977
216,0.07475083056478406,0.9,5.009503476226267
217,0.07481296758104738,0.9,5.0097071949857535
218,0.07487520798668885,0.9,5.012202892898461
219,0.0749375520399667,0.9,5.013710460229162
220,0.075,0.9,5.015073115797558
221,0.0750625521267723,0.9,5.017036954807551
222,0.07512520868113523,0.9,5.021529069218822
223,0.07518796992481203,0.9,5.024313956191362
224,0.07525083612040134,0.9,5.024580346051313
225,0.07531380753138076,0.9,5.025375216286323
226,0.07537688442211055,0.9,5.025717063461328
227,0.07544006705783739,0.9,5.026510128475383
228,0.07466442953020135,0.89,5.027185560137707
229,0.07388748950461797,0.88,5.028121883885498
230,0.07394957983193277,0.88,5.029623022358551
231,0.07401177460050462,0.88,5.035210975802261
232,0.07407407407407407,0.88,5.035733571753964
233,0.07413647851727043,0.88,5.038734200086275
234,0.07419898819561552,0.88,5.041466118170821
235,0.07426160337552742,0.88,5.042788845364563
236,0.07432432432432433,0.88,5.0448364610433165
237,0.07438715131022823,0.88,5.045691894320667
238,0.07445008460236886,0.88,5.048091016154388
239,0.07451312447078746,0.88,5.04853382377
240,0.07457627118644068,0.88,5.050521520964466
241,0.07463952502120441,0.88,5.0534163550231535
242,0.07470288624787776,0.88,5.055515222963246
243,0.07476635514018691,0.88,5.057309748188095
244,0.0748936170212766,0.88,5.058902490860826
245,0.07495741056218058,0.88,5.0600478645460285
246,0.07502131287297528,0.88,5.060313967866418
247,0.07508532423208192,0.88,5.066994624563038
248,0.07514944491887275,0.88,5.068993132567337
249,0.07521367521367521,0.88,5.0696467974319415
250,0.07527801539777587,0.88,5.069737757203453
251,0.07534246575342465,0.88,5.070224079789795
252,0.07455012853470437,0.87,5.0722792870797715
253,0.07461406518010291,0.87,5.076576730944483
254,0.07467811158798283,0.87,5.076755609553502
255,0.07474226804123711,0.87,5.078692348466676
256,0.07480653482373173,0.87,5.079785681021855
257,0.07487091222030981,0.87,5.0815171823363885
258,0.07493540051679587,0.87,5.082117233907251
259,0.075,0.87,5.084841342860209
260,0.07506471095772217,0.87,5.086324692787878
261,0.07512953367875648,0.87,5.086931749473297
262,0.07519446845289542,0.87,5.088572144698422
263,0.07525951557093426,0.87,5.090820154506245
264,0.07532467532467532,0.87,5.092929048898141
265,0.07538994800693241,0.87,5.095654841070581
266,0.07545533391153512,0.87,5.097105596648543
267,0.07552083333333333,0.87,5.0997828530812965
268,0.07558644656820157,0.87,5.099956341658613
269,0.07565217391304348,0.87,5.100594929628809
270,0.07571801566579635,0.87,5.101677679185701
271,0.07578397212543554,0.87,5.101806615925842
272,0.07585004359197908,0.87,5.103555717357071
273,0.07591623036649214,0.87,5.10684893603954
274,0.07598253275109171,0.87,5.107171332784357
275,0.07604895104895106,0.87,5.107584665067823
276,0.07611548556430446,0.87,5.108749294383618
277,0.07618213660245184,0.87,5.111052438840017
278,0.07624890446976336,0.87,5.1123548321048204
279,0.07631578947368421,0.87,5.1131697797111695
280,0.07638279192273925,0.87,5.114114258606257
281,0.07644991212653779,0.87,5.114259192648636
282,0.07651715039577836,0.87,5.1147487775933875
283,0.07658450704225352,0.87,5.115527690587838
284,0.07665198237885462,0.87,5.115772820981738
285,0.07671957671957672,0.87,5.115858582538035
286,0.07678729037952339,0.87,5.1166752951690615
287,0.07685512367491167,0.87,5.118285263590085
288,0.07692307692307693,0.87,5.119625977172783
289,0.07699115044247788,0.87,5.1204931262214926
290,0.07705934455270151,0.87,5.120528502908376
291,0.07712765957446809,0.87,5.121197446443643
292,0.0771960958296362,0.87,5.122580559834892
293,0.07726465364120781,0.87,5.122804281758
294,0.07733333333333334,0.87,5.1268353751937585
295,0.07740213523131673,0.87,5.129203995355477
296,0.07658058771148708,0.86,5.129602243427168
297,0.0766488413547237,0.86,5.1321751890552125
298,0.0767172167707404,0.86,5.132364784948409
299,0.07678571428571429,0.86,5.1324625539248006
300,0.07685433422698838,0.86,5.133228939671163
301,0.07692307692307693,0.86,5.133597909528612
302,0.07699194270367055,0.86,5.1338694798546065
303,0.07706093189964158,0.86,5.134411399468673
304,0.07713004484304933,0.86,5.134792020790818
305,0.0763016157989228,0.85,5.135257217523956
306,0.07637017070979335,0.85,5.1371480045117135
307,0.0764388489208633,0.85,5.138570778992744
308,0.07650765076507651,0.85,5.139132835808342
309,0.07657657657657657,0.85,5.14041703177378
310,0.07664562669071236,0.85,5.1429454030099535
311,0.07671480144404332,0.85,5.144219670710171
312,0.07678410117434507,0.85,5.144655930635366
313,0.07685352622061482,0.85,5.144714805212087
314,0.07692307692307693,0.85,5.145427600430348
315,0.0769927536231884,0.85,5.145671656475005
316,0.0770625566636446,0.85,5.148489161059742
317,0.07713248638838476,0.85,5.14883712633113
318,0.07720254314259764,0.85,5.153085540257225
319,0.07727272727272727,0.85,5.15492678842443
320,0.07734303912647862,0.85,5.156022961280192
321,0.07741347905282331,0.85,5.156136049159882
322,0.07748404740200547,0.85,5.157162798978322
323,0.07755474452554745,0.85,5.157918972489256
324,0.0776255707762557,0.85,5.162699020240502
325,0.07769652650822668,0.85,5.165881328776074
326,0.0777676120768527,0.85,5.167935494074733
327,0.07783882783882784,0.85,5.169194366104555
328,0.07791017415215398,0.85,5.169793650538241
329,0.0779816513761468,0.85,5.1723427117910985
330,0.0780532598714417,0.85,5.173282942321927
331,0.078125,0.85,5.174625173347035
332,0.078196872125115,0.85,5.1768252895856905
333,0.07826887661141804,0.85,5.179302231866994
334,0.07834101382488479,0.85,5.180084790844375
335,0.07841328413284133,0.85,5.1819904437523086
336,0.07848568790397045,0.85,5.183507041922742
337,0.07855822550831792,0.85,5.183989517302974
338,0.0786308973172988,0.85,5.1881698994715695
339,0.0787037037037037,0.85,5.190449325866728
340,0.07877664504170528,0.85,5.1931711102367295
341,0.07884972170686456,0.85,5.193586525982618
342,0.07892293407613742,0.85,5.1947427332476135
343,0.07899628252788105,0.85,5.194849385689054
344,0.07906976744186046,0.85,5.195017659681706
345,0.07914338919925512,0.85,5.195212578177423
346,0.07921714818266543,0.85,5.196236708189558
347,0.07929104477611941,0.85,5.1971034027150536
348,0.07936507936507936,0.85,5.197238374127124
349,0.0794392523364486,0.85,5.197468990262144
350,0.07951356407857811,0.85,5.198252376482611
351,0.07958801498127341,0.85,5.198341309086126
352,0.07966260543580131,0.85,5.200105636444793
353,0.07973733583489681,0.85,5.200746469952059
354,0.07981220657276995,0.85,5.203792997792963
355,0.07988721804511278,0.85,5.206826131038344
356,0.0799623706491063,0.85,5.207301135815533
357,0.0800376647834275,0.85,5.2082374337045385
358,0.08011310084825636,0.85,5.208424779867127
359,0.08018867924528301,0.85,5.2112756000210085
360,0.08034026465028356,0.85,5.213034413875766
361,0.0804162724692526,0.85,5.215434625474474
362,0.08049242424242424,0.85,5.217546636173706
363,0.08056872037914692,0.85,5.2220879421598525
364,0.08064516129032258,0.85,5.2229098898084985
365,0.08072174738841406,0.85,5.225676104230209
366,0.08079847908745247,0.85,5.229579566653904
367,0.08087535680304472,0.85,5.233170103130603
368,0.08095238095238096,0.85,5.2370823459238265
369,0.08102955195424213,0.85,5.2370862559853135
370,0.08110687022900763,0.85,5.238564057431599
371,0.08118433619866285,0.85,5.23909103174572
372,0.08126195028680688,0.85,5.241134088507419
373,0.08133971291866028,0.85,5.243071640117192
374,0.08141762452107279,0.85,5.243136786714348
375,0.08149568552253116,0.85,5.246727052569618
376,0.08157389635316699,0.85,5.249157256955684
377,0.08165225744476465,0.85,5.2499978007438965
378,0.08173076923076923,0.85,5.2512510259059715
379,0.08188824662813102,0.85,5.251673137879824
380,0.08196721311475409,0.85,5.253548657670245
381,0.08204633204633205,0.85,5.253559074049598
382,0.0821256038647343,0.85,5.2543720218922845
383,0.08220502901353965,0.85,5.255485100456684
384,0.08228460793804453,0.85,5.255995368968772
385,0.08236434108527131,0.85,5.2566549880056765
386,0.08244422890397672,0.85,5.2568391854298016
387,0.0825242718446602,0.85,5.257339109621255
388,0.08163265306122448,0.84,5.258392227523996
389,0.08171206225680934,0.84,5.259294998416587
390,0.08179162609542356,0.84,5.26109996468553
391,0.08187134502923976,0.84,5.261598695698045
392,0.08203125,0.84,5.262246457051561
393,0.08211143695014662,0.84,5.2629443781916985
394,0.0821917808219178,0.84,5.263267110710181
395,0.08227228207639568,0.84,5.264205482261211
396,0.08235294117647059,0.84,5.265613337445993
397,0.08243375858684986,0.84,5.2739564793826315
398,0.0825147347740668,0.84,5.2781703997850125
399,0.08259587020648967,0.84,5.278661961166896
400,0.08267716535433071,0.84,5.279855786863414
401,0.08275862068965517,0.84,5.2820994725294685
402,0.08284023668639054,0.84,5.283896260311449
403,0.08292201382033564,0.84,5.284173628992924
404,0.08300395256916997,0.84,5.286722533694151
405,0.0830860534124629,0.84,5.292486183328959
406,0.08316831683168317,0.84,5.2930004914162385
407,0.08325074331020813,0.84,5.2937642268297225
408,0.08333333333333333,0.84,5.2960405212162085
409,0.08341608738828203,0.84,5.296560599182098
410,0.08349900596421471,0.84,5.297020766301843
411,0.08358208955223881,0.84,5.2993882719092245
412,0.08366533864541832,0.84,5.307209508023871
413,0.08374875373878365,0.84,5.309223259910183
414,0.08383233532934131,0.84,5.3113568175672885
415,0.08391608391608392,0.84,5.314247363737377
416,0.084,0.84,5.316202462401725
417,0.08408408408408409,0.84,5.318699025106026
418,0.0841683366733467,0.84,5.330657531017747
419,0.08425275827482448,0.84,5.3320515682146805
420,0.08433734939759036,0.84,5.332763489411444
421,0.08442211055276382,0.84,5.3335763016709885
422,0.08350100603621731,0.83,5.335519573471325
423,0.08257804632426989,0.82,5.338293392700036
424,0.08266129032258064,0.82,5.34033547258455
425,0.08173562058526741,0.81,5.342441087628005
426,0.08181818181818182,0.81,5.344392683411962
427,0.08190091001011122,0.81,5.346578260794993
428,0.08198380566801619,0.81,5.3476871183108585
429,0.08206686930091185,0.81,5.348671408310496
430,0.0821501014198783,0.81,5.349987259829967
431,0.08223350253807106,0.81,5.35233335190537
432,0.08231707317073171,0.81,5.354587454553721
433,0.08240081383519837,0.81,5.354768335069046
434,0.0824847250509165,0.81,5.355269620181533
435,0.08256880733944955,0.81,5.355494042743911
436,0.0826530612244898,0.81,5.359734782554714
437,0.08171603677221655,0.8,5.3601708311007
438,0.081799591002045,0.8,5.360789176191814
439,0.08085977482088025,0.79,5.3624704704209085
440,0.08094262295081968,0.79,5.363798213758656
441,0.08102564102564103,0.79,5.3650928762722225
442,0.08008213552361396,0.78,5.3659068439626205
443,0.08016443987667009,0.78,5.367229681910804
444,0.08024691358024691,0.78,5.368315811114603
445,0.08032955715756952,0.78,5.3685522999448985
446,0.08041237113402062,0.78,5.370885324262445
447,0.0804953560371517,0.78,5.372331943799669
448,0.08066184074457083,0.78,5.3728643123980415
